numero_questao,enunciado,alternativas,gabarito,pc_amostra_acertos,ano,gabarito_texto,distratores,enunciado_tokens,gabarito_tokens,distratores_tokens,dificuldade
as células de defesa, fazendo com que ataquem o tumor?",A: Autoimunidade.; B: Hipersensibilidade.; C: Ativação da resposta inata.; D: Apresentação de antígeno específico.; E: Desencadeamento de processo anti-inflamatório.,D,0.21,2022,Apresentação de antígeno específico.,Autoimunidade.; Hipersensibilidade.; Ativação da resposta inata.; Desencadeamento de processo anti-inflamatório.,protozoário trypanosoma cruzi causador doença chagas pode nova arma medicina contra câncer pesquisadores brasileiros conseguiram criar vacina contra doença usando variação protozoário incapaz desencadear patologia patogênico realizaram modificação genética criando t cruzi capaz produzir moléculas fabricadas células tumorais organismo inicia combate protozoário entra contato molécula tumoral passa vista sistema imune indicador células protozoário induzidas defesas passam destruir todas células molécula tumoral lutassem apenas contra protozoário mecanismo utilizado experimento enganar células defesa fazendo ataquem tumor,apresentação antígeno específico,autoimunidade hipersensibilidade ativação resposta inata desencadeamento processo anti inflamatório,1.42364
93,"Brasileiro inventor de, abre aspas, luz engarrafada, 
fecha aspas, tem ideia espalhada pelo mundo
Em 2002, um mecânico da cidade mineira de 
Uberaba (MG) teve uma ideia para economizar o 
consumo de energia elétrica e iluminar a própria casa 
num dia de sol. Para isso, ele utilizou garrafas plásticas 
PET com água e cloro, conforme ilustram as figuras. 
Cada garrafa foi fixada ao telhado de sua casa em um 
buraco com diâmetro igual ao da garrafa, muito maior 
que o comprimento de onda da luz. Nos últimos dois 
anos, sua ideia já alcançou diversas partes do mundo e 
deve atingir a marca de 1 milhão de casas utilizando a, 
abre aspas, luz engarrafada, fecha aspas.
Descrição da imagem: Duas fotografias dispostas 
lado a lado. A da esquerda destaca uma garrafa PET 
com água emitindo luz. A da direita mostra várias 
garrafas fixadas no teto iluminando o ambiente 
fechado, onde se encontra um homem sentado.
Que fenômeno óptico explica o funcionamento da, abre 
aspas, luz engarrafada, fecha aspas?",A: Difração.; B: Absorção.; C: Polarização.; D: Reflexão.; E: Refração.,E,0.25,2022,Refração.,Difração.; Absorção.; Polarização.; Reflexão.,brasileiro inventor abre aspas luz engarrafada fecha aspas ideia espalhada mundo mecânico cidade mineira uberaba mg ideia economizar consumo energia elétrica iluminar própria casa dia sol utilizou garrafas plásticas pet água cloro conforme ilustram figuras cada garrafa fixada telhado casa buraco diâmetro igual garrafa maior comprimento onda luz últimos dois anos ideia alcançou diversas partes mundo deve atingir marca milhão casas utilizando abre aspas luz engarrafada fecha aspas descrição imagem duas fotografias dispostas lado lado esquerda destaca garrafa pet água emitindo luz direita mostra várias garrafas fixadas teto iluminando ambiente fechado onde encontra homem sentado fenômeno óptico explica funcionamento abre aspas luz engarrafada fecha aspas,refração,difração absorção polarização reflexão,1.03388
94,"De modo geral, a palavra, abre aspas, aromático, fecha aspas, invoca associações agradáveis, como cheiro de café 
fresco ou de um pão doce de canela. Associações similares ocorriam no passado da história da química orgânica, quando 
os compostos ditos, abre aspas, aromáticos, fecha aspas, apresentavam um odor agradável e foram isolados de óleos 
naturais. À medida que as estruturas desses compostos eram elucidadas, foi se descobrindo que vários deles continham uma 
unidade estrutural específica. Os compostos aromáticos que continham essa unidade estrutural tornaram-se parte de uma 
grande família, muito mais com base em suas estruturas eletrônicas do que nos seus cheiros, como as substâncias a seguir, 
encontradas em óleos vegetais.
Descrição das estruturas químicas:
Benzaldeído (no óleo de amêndoas): Anel aromático com o grupo C ligação dupla O, ligação simples H.
Salicilato de metila (no óleo de gaultéria): Anel aromático com dois grupos: Primeiro grupo: C ligação dupla O, 
ligação simples O, ligação simples CH3; Segundo grupo: ligação simples OH.
Anetol (no óleo de anis): Anel aromático com dois grupos: Primeiro grupo: O ligação simples CH3; Segundo grupo: 
C ligação dupla C, ligação simples CH3.
Vanilina (no óleo de baunilha): Anel aromático com três grupos: Primeiro grupo: C ligação dupla O, ligação simples 
H; Segundo grupo: O ligação simples CH3; Terceiro grupo: ligação simples OH.
Eugenol (no óleo de cravos): Anel aromático com três grupos: Primeiro grupo: CH2 ligação simples CH, ligação 
dupla CH2; Segundo grupo: O ligação simples CH3; Terceiro grupo: ligação simples OH.
Cinamaldeído (no óleo de canela): Anel aromático com o grupo CH ligação dupla CH, ligação simples C, ligação 
dupla O ligação simples H.
Benzaldeído
(no óleo de amêndoas)
Salicilato de metila
(no óleo de gaultéria)
Anetol
(no óleo de anis)
Vanilina
(no óleo de baunilha)
Eugenol
(no óleo de cravos)
Cinamaldeído
(no óleo de canela)
A característica estrutural dessa família de compostos é a presença de",A: ramificações.; B: insaturações.; C: anel benzênico.; D: átomos de oxigênio.; E: carbonos assimétricos.,C,0.34,2022,anel benzênico.,ramificações.; insaturações.; átomos de oxigênio.; carbonos assimétricos.,modo geral palavra abre aspas aromático fecha aspas invoca associações agradáveis cheiro café fresco pão doce canela associações similares ocorriam passado história química orgânica compostos ditos abre aspas aromáticos fecha aspas apresentavam odor agradável isolados óleos naturais medida estruturas desses compostos elucidadas descobrindo vários continham unidade estrutural específica compostos aromáticos continham unidade estrutural tornaram parte grande família base estruturas eletrônicas cheiros substâncias seguir encontradas óleos vegetais descrição estruturas químicas benzaldeído óleo amêndoas anel aromático grupo c ligação dupla ligação simples h salicilato metila óleo gaultéria anel aromático dois grupos primeiro grupo c ligação dupla ligação simples ligação simples segundo grupo ligação simples oh anetol óleo anis anel aromático dois grupos primeiro grupo ligação simples segundo grupo c ligação dupla c ligação simples vanilina óleo baunilha anel aromático três grupos primeiro grupo c ligação dupla ligação simples h segundo grupo ligação simples terceiro grupo ligação simples oh eugenol óleo cravos anel aromático três grupos primeiro grupo ligação simples ch ligação dupla segundo grupo ligação simples terceiro grupo ligação simples oh cinamaldeído óleo canela anel aromático grupo ch ligação dupla ch ligação simples c ligação dupla ligação simples h benzaldeído óleo amêndoas salicilato metila óleo gaultéria anetol óleo anis vanilina óleo baunilha eugenol óleo cravos cinamaldeído óleo canela característica estrutural dessa família compostos presença,anel benzênico,ramificações insaturações átomos oxigênio carbonos assimétricos,0.4948
95,"Estudo confirma eficácia do Método Wolbachia para dengue
Os resultados de um ensaio clínico randomizado na Indonésia apontaram uma redução de 77 por cento dos casos 
de dengue nas áreas que receberam o mosquito Aedes aegypti infectado com a bactéria Wolbachia. Trata-se da mesma 
técnica utilizada no Brasil pelo Método Wolbachia, iniciativa conduzida pela Fundação Oswaldo Cruz — Fiocruz. Essa 
bactéria induz a redução da carga viral no mosquito e, consequentemente, o número de casos de dengue na área, sendo 
repassada por meio do cruzamento entre os insetos. Como essa bactéria é um organismo intracelular e o vírus também 
precisa entrar nas células para se reproduzir, ambos necessitarão de recursos comuns.
Essa tecnologia utilizada no combate à dengue consiste na",A: predação do vírus pela bactéria.; B: esterilização de mosquitos infectados.; C: alteração no genótipo do mosquito pela bactéria.; D: competição do vírus e da bactéria no hospedeiro.; E: inserção de material genético do vírus na bactéria.,D,0.15,2022,competição do vírus e da bactéria no hospedeiro.,predação do vírus pela bactéria.; esterilização de mosquitos infectados.; alteração no genótipo do mosquito pela bactéria.; inserção de material genético do vírus na bactéria.,estudo confirma eficácia método wolbachia dengue resultados ensaio clínico randomizado indonésia apontaram redução cento casos dengue áreas receberam mosquito aedes aegypti infectado bactéria wolbachia trata mesma técnica utilizada brasil método wolbachia iniciativa conduzida fundação oswaldo cruz fiocruz bactéria induz redução carga viral mosquito consequentemente número casos dengue área sendo repassada meio cruzamento insetos bactéria organismo intracelular vírus precisa entrar células reproduzir ambos necessitarão recursos comuns tecnologia utilizada combate dengue consiste,competição vírus bactéria hospedeiro,predação vírus bactéria esterilização mosquitos infectados alteração genótipo mosquito bactéria inserção material genético vírus bactéria,0.85524
96,"A água bruta coletada de mananciais apresenta alto índice 
de sólidos suspensos, o que a deixa com um aspecto turvo. 
Para se obter uma água límpida e potável, ela deve passar por 
um processo de purificação numa estação de tratamento de 
água. Nesse processo, as principais etapas são, nesta ordem: 
coagulação, decantação, filtração, desinfecção e fluoretação.
Qual é a etapa de retirada de grande parte desses sólidos?",A: Coagulação.; B: Decantação.; C: Filtração.; D: Desinfecção.; E: Fluoretação.,B,0.21,2022,Decantação.,Coagulação.; Filtração.; Desinfecção.; Fluoretação.,água bruta coletada mananciais apresenta alto índice sólidos suspensos deixa aspecto turvo obter água límpida potável deve passar processo purificação estação tratamento água nesse processo principais etapas nesta ordem coagulação decantação filtração desinfecção fluoretação etapa retirada grande parte desses sólidos,decantação,coagulação filtração desinfecção fluoretação,2.51676
